Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Development,Programming Language,Swift toolchain,swift,ARCInstallswift,No,No,No,No,No,Yes,Niche,Command,swift,Inferred from CLI/runtime tooling,Winget only,Swift.Toolchain,N/A,https://www.swift.org/,TRUE,Swift compiler and toolchain; useful for Swift development and cross-platform experimentation.,Swift compiler and toolchain; useful for Swift development and cross-platform experimentation.
Development,Package / Environment Manager,uv,uv,ARCInstalluv,No,No,No,No,No,Yes,Optional,Command,uv,Inferred from CLI/runtime tooling,Winget + Chocolatey,astral-sh.uv,uv,https://docs.astral.sh/uv/getting-started/installation/,TRUE,Fast Python package and project manager; useful for modern Python dependency and environment workflows.,Fast Python package and project manager; useful for modern Python dependency and environment workflows.
Development,Code Editor,VS Codium,vscodium,ARCInstallvscodium,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching VS Codium,Default inferred detection for desktop app,Winget + Chocolatey,VSCodium.VSCodium,vscodium,https://vscodium.com/,TRUE,Open-source build of VS Code without Microsoft branding/telemetry; useful for privacy-conscious development setups.,Open-source build of VS Code without Microsoft branding/telemetry; useful for privacy-conscious development setups.
Development,Build Tools,CMake,cmake,ARCInstallcmake,No,No,Yes,No,No,Yes,Recommended,Command,cmake,Inferred from CLI/runtime tooling,Winget + Chocolatey,Kitware.CMake,cmake,https://cmake.org/,TRUE,"Cross-platform build system generator commonly used in C/C++, game development, and native software projects.","Cross-platform build system generator commonly used in C/C++, game development, and native software projects."
Development,Git Client / Workflow,Fork,fork,ARCInstallfork,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Fork,Default inferred detection for desktop app,Winget + Chocolatey,Fork.Fork,git-fork,https://git-fork.com/,FALSE,"Visual Git client for managing commits, branches, diffs, merges, and repository history.","Visual Git client for managing commits, branches, diffs, merges, and repository history."
Development,Git Client / Workflow,GitHub Desktop,github-desktop,ARCInstallgithub-desktop,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching GitHub Desktop,Default inferred detection for desktop app,Winget + Chocolatey,GitHub.GitHubDesktop,git;github-desktop,https://desktop.github.com/,TRUE,"Beginner-friendly GitHub-focused Git client for cloning repositories, committing changes, and managing branches.","Beginner-friendly GitHub-focused Git client for cloning repositories, committing changes, and managing branches."
Development,Terminal Editor,Helix,helix,ARCInstallhelix,No,No,No,No,No,Yes,Optional,Command / Executable,Command or executable for Helix,Inferred from developer/terminal utility,Winget + Chocolatey,Helix.Helix,helix,https://helix-editor.com/,TRUE,Modal terminal-based text editor; useful for keyboard-driven development workflows.,Modal terminal-based text editor; useful for keyboard-driven development workflows.
Development,JDK / Runtime,Amazon Corretto 25 (LTS),amazon-corretto-25,ARCInstallamazon-corretto-25,No,No,No,No,No,Yes,Niche,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Amazon.Corretto.25.JDK,corretto25jdk,https://aws.amazon.com/corretto,TRUE,Amazon-supported OpenJDK distribution for Java 25; future/current Java runtime depending on release support status.,Amazon-supported OpenJDK distribution for Java 25; future/current Java runtime depending on release support status.
Development,Programming Language,Lua,lua,ARCInstalllua,No,No,No,No,No,Yes,Optional,Command,lua,Inferred from CLI/runtime tooling,Winget + Chocolatey,rjpcomputing.luaforwindows,lua,https://github.com/rjpcomputing/luaforwindows,TRUE,"Lightweight scripting language often used in game development, embedded scripting, plugins, and configuration.","Lightweight scripting language often used in game development, embedded scripting, plugins, and configuration."
Development,Runtime / SDK,NodeJS,nodejs,ARCInstallnodejs,No,No,No,No,No,Yes,Optional,Command,node,Inferred from CLI/runtime tooling,Winget + Chocolatey,OpenJS.NodeJS,nodejs,https://nodejs.org/,TRUE,Long-term support version of Node.js; recommended default for stable JavaScript development environments.,Long-term support version of Node.js; recommended default for stable JavaScript development environments.
Development,API Testing,Postman,postman,ARCInstallpostman,No,No,Yes,No,No,Yes,Recommended,Command / Executable,Command or executable for Postman,Inferred from developer/terminal utility,Winget + Chocolatey,Postman.Postman,postman,https://www.postman.com/,FALSE,"API development and testing tool for sending requests, managing collections, and validating web services","API development and testing tool for sending requests, managing collections, and validating web services."
Development,Programming Language,Rust,rust,ARCInstallrust,No,No,No,No,No,Yes,Optional,Command,rustc / cargo,Inferred from CLI/runtime tooling,Winget + Chocolatey,Rustlang.Rust.MSVC,rust,https://www.rust-lang.org/,TRUE,"Systems programming language focused on performance and memory safety; useful for CLI tools, services, and low-level work.","Systems programming language focused on performance and memory safety; useful for CLI tools, services, and low-level work."
Development,Containers / Virtualization,Vagrant,vagrant,ARCInstallvagrant,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for Vagrant,Inferred from service/sync/remote tooling,Winget + Chocolatey,Hashicorp.Vagrant,vagrant,https://www.vagrantup.com/,TRUE,Tool for creating reproducible virtual machine development environments.,Tool for creating reproducible virtual machine development environments.
Development,Terminal Emulator,Wezterm,wezterm,ARCInstallwezterm,No,No,No,No,No,Yes,Optional,Command / Executable,Command or executable for Wezterm,Inferred from developer/terminal utility,Winget + Chocolatey,wez.wezterm,wezterm,https://wezfurlong.org/wezterm/index.html,TRUE,GPU-accelerated terminal emulator with advanced customization; useful for modern terminal-heavy workflows.,GPU-accelerated terminal emulator with advanced customization; useful for modern terminal-heavy workflows.
Development,AI Code Editor,Cursor,cursor,ARCInstallcursor,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Cursor,Default inferred detection for desktop app,Winget + Chocolatey,Anysphere.Cursor,cursoride,https://cursor.com/,FALSE,"AI-assisted code editor built around developer productivity, code generation, and project navigation.","AI-assisted code editor built around developer productivity, code generation, and project navigation."
Development,Version Control,Git,git,ARCInstallgit,No,No,Yes,Yes,No,Yes,Recommended,Command,git,Inferred from CLI/runtime tooling,Winget + Chocolatey,Git.Git,git,https://git-scm.com/,TRUE,"Core distributed version control system used for software development, scripting projects, and infrastructure-as-code workflows.","Core distributed version control system used for software development, scripting projects, and infrastructure-as-code workflows."
Development,GitHub Notifications,Gitify,gitify,ARCInstallgitify,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Gitify,Default inferred detection for desktop app,Winget only,Gitify.Gitify,N/A,https://www.gitify.io/,TRUE,"Desktop notification client for GitHub activity; useful for developers tracking pull requests, issues, and repository updates.","Desktop notification client for GitHub activity; useful for developers tracking pull requests, issues, and repository updates."
Development,JDK / Runtime,Amazon Corretto 8 (LTS),amazon-corretto-8,ARCInstallamazon-corretto-8,No,No,No,No,No,Yes,Niche,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Amazon.Corretto.8.JDK,corretto8jdk,https://aws.amazon.com/corretto,TRUE,Amazon-supported OpenJDK distribution for Java 8; useful for legacy Java applications and older enterprise tooling.,Amazon-supported OpenJDK distribution for Java 8; useful for legacy Java applications and older enterprise tooling.
Development,Python / Data Environment,Miniconda,miniconda,ARCInstallminiconda,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Miniconda,Default inferred detection for desktop app,Winget + Chocolatey,Anaconda.Miniconda3,miniconda3,https://docs.conda.io/projects/miniconda,TRUE,Minimal Conda distribution for managing Python environments and packages without the full Anaconda bundle.,Minimal Conda distribution for managing Python environments and packages without the full Anaconda bundle.
Development,Runtime / SDK,NodeJS LTS,nodejs-lts,ARCInstallnodejs-lts,No,No,Yes,No,No,Yes,Recommended,Command,node,Inferred from CLI/runtime tooling,Winget + Chocolatey,OpenJS.NodeJS.LTS,nodejs-lts,https://nodejs.org/,TRUE,Long-term support version of Node.js; recommended default for stable JavaScript development environments.,Long-term support version of Node.js; recommended default for stable JavaScript development environments.
Development,Code Editor,Pulsar,pulsar,ARCInstallpulsar,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Pulsar,Default inferred detection for desktop app,Winget + Chocolatey,Pulsar-Edit.Pulsar,pulsar,https://pulsar-edit.dev/,TRUE,Community-led continuation of the Atom-style editor experience; niche code editor option.,Community-led continuation of the Atom-style editor experience; niche code editor option.
Development,Shell Prompt,Starship (Shell Prompt),starship,ARCInstallstarship,No,No,No,No,No,Yes,Optional,Registry / Shell Extension,Installed Programs registry; shell extension registration,Inferred from shell extension/tooling,Winget + Chocolatey,Starship.Starship,starship,https://starship.rs/,TRUE,"Fast cross-shell prompt with Git, runtime, and environment context; useful for developer terminal workflows.","Fast cross-shell prompt with Git, runtime, and environment context; useful for developer terminal workflows."
Development,JDK / Runtime,Eclipse Temurin,eclipse-temurin,ARCInstalleclipse-temurin,No,No,No,No,No,Yes,Optional,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,EclipseAdoptium.Temurin.21.JDK,temurin,https://adoptium.net/temurin/,TRUE,Adoptium OpenJDK distribution; common Java runtime/JDK option for development and application compatibility.,Adoptium OpenJDK distribution; common Java runtime/JDK option for development and application compatibility.
Development,IDE,Visual Studio 2022,visual-studio-2022,ARCInstallvisual-studio-2022,No,No,Yes,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Visual Studio 2022,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.VisualStudio.2022.Community,visualstudio2022community,https://visualstudio.microsoft.com/,FALSE,"Microsoft IDE for .NET, C++, Windows apps, game development workloads, and enterprise development.","Microsoft IDE for .NET, C++, Windows apps, game development workloads, and enterprise development."
Development,Package Manager,Yarn,yarn,ARCInstallyarn,No,No,No,No,No,Yes,Optional,Command,yarn,Inferred from CLI/runtime tooling,Winget + Chocolatey,Yarn.Yarn,yarn,https://yarnpkg.com/,TRUE,JavaScript package manager used for managing dependencies and scripts in Node.js/web projects.,JavaScript package manager used for managing dependencies and scripts in Node.js/web projects.
Development,Snippet Manager,massCode (Snippet Manager),masscode,ARCInstallmasscode,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching massCode (Snippet Manager),Default inferred detection for desktop app,Winget only,antonreshetov.massCode,N/A,https://masscode.io/,TRUE,"Code snippet manager for storing reusable commands, scripts, notes, and technical examples; better fit for developer and IT workflows.","Code snippet manager for storing reusable commands, scripts, notes, and technical examples; better fit for developer and IT workflows."
